stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
4622,,La Rosa - Pellestrina,,45.269569,12.301716,,,,,,
4623,,Campo Stella,,45.267014,12.301580,,,,,,
4624,,Campo Stella,,45.267094,12.301757,,,,,,
4625,,Imbarco per Chioggia,,45.262520,12.300159,,,,,,
4628,,SME 4,,45.416893,12.368805,,,,,,
4629,,Scuole Pisani - Gabelli,,45.413021,12.367312,,,,,,
4630,,Scuole Pisani - Gabelli,,45.413223,12.367537,,,,,,
4631,,Scuola Giovanni XXIII,,45.387493,12.350146,,,,,,
4632,,Scuola Giovanni XXIII,,45.387360,12.349788,,,,,,
4633,,Scuola Penzo,,45.370167,12.337010,,,,,,
4634,,Scuola Penzo,,45.369865,12.336820,,,,,,
4635,,Ospedale al Mare,,45.423042,12.384836,,,,,,
4638,,Campo Tre Rose,,45.264511,12.301018,,,,,,
4639,,Campo Tre Rose,,45.264614,12.301230,,,,,,
4641,,SME 3,,45.417480,12.368698,,,,,,
4644,,Fronte civico 1,,45.419361,12.380493,,,,,,
4647,,Incr. via Giolito,,45.389694,12.351628,,,,,,
4650,,Nigi,,45.572189,12.235341,,,,,,
4651,,Nigi,,45.572418,12.234817,,,,,,
4652,,Ferrovia (v.Ca'Marcello),,45.580383,12.228699,,,,,,
4653,,Ferrovia (v.Ca'Marcello),,45.580006,12.228727,,,,,,
4654,,Supermercato,,45.058079,12.059772,,,,,,
4655,,Supermercato,,45.058132,12.059364,,,,,,
4656,,Adria FS,,45.060417,12.052422,,,,,,
4657,,Civico 82/D (Capitello),,45.534691,12.146888,,,,,,
4658,,Civico 83 (Capitello),,45.535038,12.146359,,,,,,
4661,,Campo Sportivo-Portosecco,,45.305878,12.312383,,,,,,
4662,,Campo Sportivo-Portosecco,,45.306084,12.312571,,,,,,
4663,,Incr.v.della Resistenza,,45.334801,12.098100,,,,,,
4664,,Incr. via F.lli Cervi,,45.334499,12.098167,,,,,,
2314,,Capriccio,,45.418621,11.987434,,,,,,
2315,,Perarolo,,45.421772,11.979606,,,,,,
2316,,Perarolo,,45.422039,11.978552,,,,,,
2317,,Perarolo S. Antonio,,45.426533,11.963328,,,,,,
2318,,Perarolo S. Antonio,,45.426361,11.963326,,,,,,
2319,,Busa di Vigonza,,45.428459,11.953928,,,,,,
2320,,Busa di Vigonza,,45.428635,11.953702,,,,,,
2321,,Ponte di Brenta,,45.425484,11.947749,,,,,,
2322,,Ponte di Brenta,,45.425629,11.947614,,,,,,
2323,,bivio Noventa,,45.423409,11.941845,,,,,,
2324,,bivio Noventa,,45.423271,11.941933,,,,,,
2325,,Incr. via del Santo,,45.420361,11.933455,,,,,,
2326,,Incr. via del Santo,,45.420010,11.933550,,,,,,
2327,,Localita' S. Lazzaro,,45.417446,11.924695,,,,,,
2328,,Localita' S. Lazzaro,,45.415257,11.919618,,,,,,
2333,,Localita' Stanga,,45.409782,11.899809,,,,,,
2083,,Zuccherificio,,45.244289,12.024525,,,,,,
2084,,Zuccherificio,,45.244308,12.024680,,,,,,
2085,,Pontelongo FS,,45.251518,12.027018,,,,,,
2086,,Pontelongo FS,,45.251522,12.027180,,,,,,
2087,,Arzarello Chiesa,,45.275185,12.028544,,,,,,
2088,,Arzerello Chiesa,,45.274857,12.028643,,,,,,
2089,,dopo ferrovia,,45.277153,12.030059,,,,,,
2090,,Prima della ferrovia,,45.276894,12.030000,,,,,,
2091,,Arzergrande,,45.275120,12.044785,,,,,,
2092,,Arzergrande,,45.274796,12.044219,,,,,,
2093,,Arzergrande,,45.274075,12.056811,,,,,,
2094,,Arzergrande,,45.273762,12.056705,,,,,,
2095,,Incr.v.Vallonga - Manzoni,,45.271049,12.073941,,,,,,
2096,,Incr.v.Vallonga - Manzoni,,45.270756,12.073859,,,,,,
2097,,Scuola,,45.268108,12.102478,,,,,,
2098,,Scuola,,45.267685,12.102572,,,,,,
2099,,Rosara - Capolinea,,45.289772,12.098502,,,,,,
2100,,via Arzaron,,45.302933,12.090961,,,,,,
2101,,Ponte Corte,,45.312546,12.077592,,,,,,
2102,,Corte Centro,,45.308800,12.074002,,,,,,
2103,,Corte Centro,,45.309120,12.073676,,,,,,
2104,,via Provinciale,,45.303802,12.056401,,,,,,
2105,,Piove di Sacco,,45.298286,12.034706,,,,,,
2106,,Istituto Scolastico,,45.302151,12.031965,,,,,,
2107,,Istituto Scolastico,,45.302086,12.031693,,,,,,
2109,,Ospedale Piove,,45.292198,12.032159,,,,,,
2110,,Borgorossi,,45.287338,12.030335,,,,,,
2111,,Borgorossi,,45.287163,12.030002,,,,,,
2112,,Ospedale Piove,,45.292305,12.031986,,,,,,
2114,,Piove di Sacco,,45.298344,12.035042,,,,,,
2115,,via Arzaron,,45.302803,12.090602,,,,,,
2116,,Ponte Corte,,45.312511,12.077218,,,,,,
2117,,via Provinciale,,45.303497,12.056515,,,,,,
2118,,altezza civico 105,,45.303917,12.038516,,,,,,
2119,,Supermercato Europa,,45.303883,12.038686,,,,,,
2120,,bivio Campolongo,,45.315556,12.037087,,,,,,
2121,,bivio Campolongo,,45.315472,12.037034,,,,,,
2122,,bivio Callegaro,,45.315624,12.038021,,,,,,
2123,,bivio Callegaro,,45.315617,12.038136,,,,,,
2124,,Chiesa Campolongo,,45.323551,12.044011,,,,,,
2125,,Chiesa Campolongo,,45.323318,12.043747,,,,,,
2126,,Civico 17,,45.319218,12.052903,,,,,,
2127,,Civico 20,,45.319035,12.052815,,,,,,
2128,,Incr. via Chiesetta,,45.313808,12.060590,,,,,,
2129,,Incr. via Chiesetta,,45.313633,12.060658,,,,,,
2130,,Localita' Sampieri,,45.322762,12.076671,,,,,,
2131,,Localita' Sampieri,,45.322609,12.076985,,,,,,
2132,,Bojon Ferrovia,,45.336967,12.082616,,,,,,
2133,,Bojon Ferrovia,,45.337135,12.082285,,,,,,
2134,,Bojon Centro,,45.338020,12.069496,,,,,,
2135,,Bojon Centro,,45.338329,12.068984,,,,,,
2136,,Civico 291,,45.338772,12.061026,,,,,,
2137,,Civico 291,,45.338482,12.061383,,,,,,
2138,,Municipio Campolongo,,45.331409,12.048442,,,,,,
2139,,Municipio Campolongo,,45.331402,12.048707,,,,,,
2140,,Civico 38,,45.335896,12.039636,,,,,,
2141,,Civico 17,,45.335926,12.039308,,,,,,
2142,,Ristorante,,45.325523,12.026022,,,,,,
2143,,Ristorante,,45.325260,12.025873,,,,,,
2144,,Liettoli,,45.341938,12.022800,,,,,,
2145,,Liettoli,,45.341869,12.022511,,,,,,
2146,,Civico 68,,45.353333,12.029348,,,,,,
2147,,Civico 68,,45.353310,12.029253,,,,,,
2148,,Trentino e Chiusa,,45.357468,12.036114,,,,,,
2149,,Trentino e Chiusa,,45.357529,12.036069,,,,,,
2150,,Sandon,,45.363899,12.041694,,,,,,
2151,,Sandon,,45.363548,12.041225,,,,,,
2152,,Incr. via Pereri,,45.381836,12.048556,,,,,,
2153,,Incr. via Pereri,,45.381493,12.048288,,,,,,
2154,,Fosso' Centro,,45.385426,12.047618,,,,,,
2155,,Fosso' Centro,,45.386917,12.049405,,,,,,
2156,,Fosso' Chiesa,,45.385876,12.043658,,,,,,
2157,,Fosso' Chiesa,,45.386066,12.043875,,,,,,
2158,,Fosso' Centro,,45.385647,12.047450,,,,,,
2159,,Fosso' Centro,,45.386539,12.048965,,,,,,
2160,,Prima verso Fosso',,45.383537,12.035583,,,,,,
2161,,Terza verso Galta,,45.383778,12.035452,,,,,,
2162,,bivio Galta,,45.385536,12.024721,,,,,,
2335,,Incr. via Parise,,45.434170,12.074752,,,,,,
2336,,Incr. via Parise,,45.434555,12.074988,,,,,,
2337,,Dolo Municipio,,45.426273,12.074677,,,,,,
2338,,Dolo Municipio,,45.425991,12.074502,,,,,,
2339,,Cazzago,,45.439095,12.074393,,,,,,
2340,,Cazzago,,45.439503,12.074052,,,,,,
2341,,Centro Anziani,,45.544022,12.157350,,,,,,
2342,,Cazzago,,45.439632,12.073278,,,,,,
2343,,Incr. via Venezia,,45.569508,12.114352,,,,,,
2344,,Incr. via Venezia,,45.569901,12.115216,,,,,,
2345,,Civico 147,,45.439899,12.063660,,,,,,
2346,,Civico 147,,45.440037,12.063510,,,,,,
2347,,Civico 105,,45.440174,12.056026,,,,,,
2348,,Civico 105,,45.440037,12.055861,,,,,,
2349,,Arino Centro,,45.438850,12.049445,,,,,,
2350,,Arino Centro,,45.438980,12.049426,,,,,,
2351,,Civico 203,,45.453110,12.047221,,,,,,
2352,,Civico 203,,45.452881,12.047229,,,,,,
2353,,Civico 165,,45.454540,12.038601,,,,,,
2354,,Civico 165,,45.454746,12.038576,,,,,,
2355,,Pianiga Centro,,45.456375,12.030178,,,,,,
2356,,Pianiga Centro,,45.455990,12.030021,,,,,,
2357,,Incr. via Rivale,,45.456970,12.021329,,,,,,
2358,,Incr. via Roma,,45.457039,12.021542,,,,,,
2359,,Incr. via Bosco,,45.456036,12.012636,,,,,,
2360,,Incr. via Bosco,,45.456173,12.012517,,,,,,
2361,,Rivale Chiesa,,45.457279,12.006639,,,,,,
2362,,Rivale Chiesa,,45.457153,12.006528,,,,,,
2363,,Mellaredo - Capolinea,,45.459576,11.993154,,,,,,
2364,,Incr. via Accope'-Fratte,,45.461864,12.052288,,,,,,
2365,,Incr. via Accope'-Fratte,,45.462029,12.052318,,,,,,
2366,,Incr. via Di Vittorio,,45.436424,12.147483,,,,,,
2367,,Mira Scuole Civ.16,,45.435265,12.141922,,,,,,
2368,,Civico 35,,45.432892,12.141052,,,,,,
2370,,Incr. via Stazione,,45.458889,12.072989,,,,,,
2371,,Incr. via Stazione,,45.459087,12.072437,,,,,,
2372,,Ballo' Cimitero,,45.459969,12.077374,,,,,,
2373,,Cimitero Ballo',,45.460117,12.077264,,,,,,
2374,,Scatamburlo,,45.455818,12.072736,,,,,,
2375,,Scatamburlo,,45.455982,12.072563,,,,,,
2376,,Ballo' FS,,45.452446,12.072693,,,,,,
2377,,Ballo' FS,,45.452106,12.072574,,,,,,
2378,,Incr. via Trasimeno,,45.443222,12.074986,,,,,,
2379,,Incr. via Trasimeno,,45.443054,12.074777,,,,,,
2380,,Incr. via delle Ginestre,,45.450268,12.119853,,,,,,
2381,,Incr. via delle Ginestre,,45.450127,12.119335,,,,,,
2382,,Incr. Ponte per Marano,,45.457291,12.119040,,,,,,
2383,,Incr. Ponte per Marano,,45.457417,12.118905,,,,,,
2384,,SFMR Spinea,,45.490921,12.176497,,,,,,
2385,,Mazzocco Chiesa Piazzale,,45.552647,12.267636,,,,,,
2386,,Marano Centro,,45.465061,12.117574,,,,,,
2387,,Marano Centro,,45.465305,12.117216,,,,,,
2388,,Civico 102  Marano Ponte,,45.465130,12.118348,,,,,,
2389,,Civico 102 Marano Ponte,,45.465088,12.118240,,,,,,
2390,,Incr. via Trescievoli,,45.469757,12.117881,,,,,,
2391,,Incr. via Trescievoli,,45.469795,12.117974,,,,,,
2392,,Incr. via Olmo,,45.481529,12.117043,,,,,,
2393,,Incr. via Olmo,,45.481396,12.116799,,,,,,
2394,,Fornace,,45.477741,12.117394,,,,,,
2395,,Fornace,,45.477829,12.117056,,,,,,
2396,,Mirano - Capolinea,,45.494164,12.092800,,,,,,
2397,,Mira Alighieri,,45.435661,12.128793,,,,,,
2398,,Mira Alighieri,,45.435684,12.128541,,,,,,
2399,,Incr. via Porara Gidoni,,45.474464,12.108866,,,,,,
2400,,Incr. via Porara Gidoni,,45.474216,12.108633,,,,,,
2401,,inc.via S. Andrea,,45.431129,11.969812,,,,,,
2402,,inc.via S. Andrea,,45.430771,11.970551,,,,,,
2403,,Incr. via Porara,,45.467941,12.107917,,,,,,
2404,,Incr. via Porara,,45.467861,12.107899,,,,,,
2405,,Civico 79,,45.469711,12.093561,,,,,,
2406,,Corte,,45.309570,12.073760,,,,,,
2407,,Civico 62,,45.469860,12.093793,,,,,,
2408,,Scaltenigo Centro,,45.470097,12.082929,,,,,,
2409,,Scaltenigo Centro,,45.470284,12.082921,,,,,,
2410,,Scaltenigo Scuole,,45.469231,12.082302,,,,,,
2411,,Scaltenigo Scuole,,45.469307,12.082090,,,,,,
2412,,Incr. via Orione,,45.472538,12.064816,,,,,,
2413,,Incr. via Orione,,45.472862,12.064487,,,,,,
2414,,Incr. via Fratte,,45.474480,12.056262,,,,,,
2415,,Incr. via Fratte,,45.474258,12.056243,,,,,,
2416,,Incr. via Campocroce,,45.475842,12.047761,,,,,,
2417,,Incr. via Campocroce,,45.476021,12.047825,,,,,,
2418,,Incr. via Pianiga,,45.477566,12.038491,,,,,,
2420,,Capolinea - Caltana,,45.477234,12.029926,,,,,,
2163,,bivio Galta,,45.385670,12.024806,,,,,,
2164,,Galta,,45.391541,12.020727,,,,,,
2165,,Galta,,45.391720,12.022315,,,,,,
2170,,Vigonovo Comune,,45.385113,12.007987,,,,,,
2171,,Vigonovo Comune,,45.385204,12.006842,,,,,,
2172,,bivio Celeseo,,45.378815,12.002318,,,,,,
2173,,bivio Celeseo,,45.378853,12.002070,,,,,,
2174,,Civico 12,,45.428925,11.961950,,,,,,
2175,,Civico 12,,45.429070,11.962003,,,,,,
2176,,Civico 27,,45.429817,11.966422,,,,,,
2177,,Civico 16,,45.429825,11.966152,,,,,,
2178,,Civico 21,,45.342846,12.066495,,,,,,
2179,,Civico 21,,45.343086,12.065868,,,,,,
2180,,Civico 37,,45.349491,12.070999,,,,,,
2181,,Civico 37,,45.349892,12.070474,,,,,,
2182,,Rovine,,45.353195,12.073623,,,,,,
2183,,Rovine,,45.353180,12.073010,,,,,,
2184,,Civico 10,,45.356331,12.066175,,,,,,
2185,,Civico 10,,45.356663,12.066652,,,,,,
2186,,Bojon Ferrovia,,45.336987,12.080470,,,,,,
2187,,Bojon Ferrovia,,45.337124,12.080537,,,,,,
2188,,Localita' Vasi,,45.346371,12.087880,,,,,,
2189,,Localita' Vasi,,45.346344,12.087694,,,,,,
2190,,Incr. Campagna Lupia,,45.357182,12.092155,,,,,,
2191,,Incr. Campagna Lupia,,45.357456,12.091927,,,,,,
2192,,Premaore Chiesa,,45.362900,12.067897,,,,,,
2193,,Premaore Chiesa,,45.362614,12.067890,,,,,,
2194,,Incr. via Alighieri,,45.368114,12.066194,,,,,,
2195,,Incr. via Alighieri,,45.368332,12.066544,,,,,,
2196,,Cas. Stazione Prozzolo,,45.368229,12.094228,,,,,,
2197,,Cas. Stazione Prozzolo,,45.367039,12.093798,,,,,,
2198,,Prozzolo Chiesa,,45.369820,12.088703,,,,,,
2199,,Prozzolo Chiesa,,45.369583,12.088607,,,,,,
2200,,Civico 41,,45.373821,12.068981,,,,,,
2201,,Civico 122,,45.373730,12.068410,,,,,,
2202,,Incr. via Nuova,,45.381569,12.079524,,,,,,
2203,,Incr. Prozzolo,,45.381889,12.079711,,,,,,
2204,,Incr. Prozzolo,,45.382599,12.079156,,,,,,
2205,,Incr. Prozzolo,,45.382614,12.077571,,,,,,
2206,,Camponogara,,45.383339,12.073948,,,,,,
2207,,Camponogara,,45.383194,12.073959,,,,,,
2208,,bivio Campoverardo,,45.386990,12.072034,,,,,,
2209,,bivio Campoverardo,,45.386967,12.071756,,,,,,
2210,,Cinema,,45.382561,12.067958,,,,,,
2211,,S.Quirici,,45.382725,12.067878,,,,,,
2212,,Incr. via Castellaro Alto,,45.383118,12.057597,,,,,,
2213,,Incr. via Castellaro Alto,,45.383270,12.057682,,,,,,
2214,,Rist. Antica Pila,,45.377396,12.096272,,,,,,
2215,,Rist. Antica Pila,,45.377213,12.095795,,,,,,
2216,,bivio Calcroci,,45.384769,12.097730,,,,,,
2217,,bivio Calcroci,,45.384647,12.097363,,,,,,
2218,,Calcroci Chiesa,,45.385136,12.098729,,,,,,
2219,,Calcroci Chiesa,,45.385754,12.100000,,,,,,
2220,,Civico 73,,45.386257,12.116478,,,,,,
2221,,Civico 73,,45.386429,12.116395,,,,,,
2222,,Lughetto,,45.387905,12.125905,,,,,,
2223,,Lughetto,,45.387833,12.126177,,,,,,
2224,,Incr.  Strada Romea,,45.390163,12.139162,,,,,,
2225,,Incr. Strada  Romea,,45.390057,12.139142,,,,,,
2226,,Ferrovia,,45.394394,12.099977,,,,,,
6026,,Bissuola,,45.496052,12.248490,,,,,,
6027,,MESTRE CENTRO A1,,45.493263,12.245420,,,,,,
6028,,Paolucci,,45.479084,12.225640,,,,,,
6029,,Olivi,,45.491776,12.241684,,,,,,
6030,,Olivi,,45.491718,12.241858,,,,,,
6031,,Villa Erizzo,,45.490356,12.240447,,,,,,
6032,,Villa Erizzo,,45.490337,12.240765,,,,,,
6033,,Cappuccina,,45.486313,12.237763,,,,,,
6034,,Cappuccina,,45.486271,12.237946,,,,,,
6035,,Sernaglia,,45.484688,12.236752,,,,,,
6036,,Sernaglia,,45.484627,12.236967,,,,,,
6037,,Municipio,,45.476948,12.224798,,,,,,
6038,,Mercato,,45.473717,12.223490,,,,,,
6039,,Beccaria,,45.469913,12.222310,,,,,,
6040,,Beccaria,,45.469875,12.222557,,,,,,
6041,,Bottenigo,,45.462311,12.219723,,,,,,
6048,,Giovannacci,,45.479263,12.229527,,,,,,
6049,,Giovannacci,,45.479218,12.229551,,,,,,
6051,,Mercato,,45.473812,12.223796,,,,,,
6052,,S.Antonio,,45.476982,12.225003,,,,,,
6053,,Lavelli,,45.479000,12.225816,,,,,,
6054,,Bottenigo,,45.462090,12.219728,,,,,,
6055,,Manuzio,,45.492458,12.248048,,,,,,
1042,,Podgora,,45.484528,12.232892,,,,,,
1045,,Incr. via Promontore,,45.498634,12.218391,,,,,,
1046,,Incr. via Arsa,,45.496414,12.218858,,,,,,
1047,,Asseggiano - Capolinea,,45.497391,12.182811,,,,,,
1048,,Incr. via Da Todi,,45.496391,12.185580,,,,,,
1049,,Incr. via Euganea,,45.495205,12.190536,,,,,,
1050,,Incr.v.M.di Marzabotto,,45.493912,12.195908,,,,,,
1051,,Incr.v.Card.Trevisanato,,45.493275,12.201344,,,,,,
1052,,Istituto Volta,,45.492748,12.206956,,,,,,
1053,,Istituto Liceo Morin,,45.493046,12.214119,,,,,,
1054,,Incr. via Pirano,,45.494484,12.216845,,,,,,
1055,,Chiesa,,45.494804,12.218250,,,,,,
1060,,Incr. via Pitagora,,45.532757,12.190114,,,,,,
1061,,Incr. via Gatta,,45.536583,12.191025,,,,,,
1062,,Civico 51 (v.Mulino),,45.530563,12.151990,,,,,,
1063,,Incr. via Protagora,,45.537502,12.195558,,,,,,
1064,,Civico 47,,45.536991,12.203035,,,,,,
1065,,"S. Lucia ""scuole""",,45.534924,12.207728,,,,,,
1066,,Civico 90,,45.534519,12.213288,,,,,,
1067,,Incr. via Scaramuzza,,45.533882,12.218638,,,,,,
1068,,Incr. via Scarante,,45.533882,12.223372,,,,,,
1069,,Passaggio Livello,,45.533146,12.228958,,,,,,
1072,,Marocco,,45.535381,12.239241,,,,,,
1073,,incr.via Garofoli,,45.530621,12.238915,,,,,,
1074,,Vecchia Favorita,,45.526596,12.238677,,,,,,
1075,,Nuova Favorita,,45.524250,12.238535,,,,,,
1076,,Incr. via Terraglietto,,45.518085,12.238259,,,,,,
1077,,Villa Salus,,45.513634,12.238070,,,,,,
1078,,Incr.v.Borgo Pezzana,,45.508430,12.238123,,,,,,
1079,,Caserma Matter,,45.505127,12.237791,,,,,,
1080,,Incr. via Teano,,45.501850,12.237491,,,,,,
1082,,Filiasi,,45.497704,12.239670,,,,,,
1083,,Incr. via Trento,,45.542233,12.154095,,,,,,
1084,,P.tta  G. Bruno,,45.495457,12.242160,,,,,,
1086,,Parco del Picchio,,45.490509,12.215546,,,,,,
1087,,civico 120,,45.539356,12.174902,,,,,,
1088,,Incr. via Pree,,45.535824,12.178267,,,,,,
1089,,Incr. via Botticelli,,45.533020,12.182327,,,,,,
1090,,Trivignano B Park,,45.528370,12.189119,,,,,,
1091,,Trivignano (v.Chiesa),,45.527245,12.190022,,,,,,
1092,,Trivignano (v.Gozzoli),,45.525253,12.192817,,,,,,
1093,,Incr. via Lotto,,45.523041,12.196281,,,,,,
1094,,Incr. via Parolari,,45.517685,12.202957,,,,,,
1095,,Incr.v.Virgilio Municipio,,45.514652,12.208177,,,,,,
1096,,Zelarino Chiesa,,45.512611,12.211345,,,,,,
1097,,Incr. via Carpaccio,,45.510914,12.214054,,,,,,
1098,,Incr. Vicolo Marzenego,,45.506756,12.217998,,,,,,
1099,,Inc. via Bellotto,,45.503155,12.221167,,,,,,
1100,,Incr. via Piranesi,,45.500782,12.225597,,,,,,
1101,,"Incr.v.Ciardi,Cipressina",,45.499443,12.227614,,,,,,
1102,,Fornace,,45.540813,12.171749,,,,,,
1103,,Piscina CONI,,45.495914,12.235816,,,,,,
1110,,Gaggio  (bar Canton),,45.552353,12.310943,,,,,,
1112,,S. Liberale  (edicola),,45.548870,12.339019,,,,,,
1113,,Impianti Sportivi,,45.556049,12.304468,,,,,,
1114,,Cavalcavia Autostrada,,45.557709,12.310282,,,,,,
1118,,Liceo Berto,,45.557785,12.244257,,,,,,
1121,,Civico 249,,45.500954,12.322621,,,,,,
1122,,Mazzocco Chiesa,,45.553291,12.267604,,,,,,
1126,,bivio via Dello Sport,,45.558537,12.303589,,,,,,
1127,,Marcon  (via Giorgione),,45.555798,12.298609,,,,,,
1128,,Marcon  (via Filzi),,45.559689,12.298708,,,,,,
1130,,Incr.via Marmolada,,45.562691,12.298861,,,,,,
1131,,Marcon (municipio),,45.554241,12.299228,,,,,,
1132,,Incr. via Dello Sport,,45.553112,12.302137,,,,,,
1133,,Centro Commerciale sud,,45.543171,12.304363,,,,,,
1139,,Gaggio  (cimitero),,45.553913,12.318616,,,,,,
1140,,Gaggio Centro,,45.552181,12.316322,,,,,,
1141,,Gaggio Civico 61-v.Fermi,,45.552280,12.313584,,,,,,
1142,,Centro Commerciale nord,,45.547321,12.306565,,,,,,
1143,,Toys,,45.548691,12.308851,,,,,,
1150,,Istituto Foscari,,45.490726,12.269732,,,,,,
1151,,Fronte Civico 12,,45.216194,12.273779,,,,,,
1160,,Civico 59,,45.508911,12.262359,,,,,,
1171,,Incr. via Gerlin,,45.488258,12.250050,,,,,,
1172,,Incr. via Hermada,,45.484634,12.253420,,,,,,
1173,,Incr. via Millosevich,,45.482754,12.255230,,,,,,
1174,,Incr. via M. Moretti,,45.481213,12.256661,,,,,,
1175,,Stadio Atletica,,45.478943,12.260188,,,,,,
1177,,Incr. via Appia,,45.480339,12.271038,,,,,,
1178,,Porto Cavergnago,,45.483471,12.277644,,,,,,
6056,,Manuzio,,45.492542,12.248176,,,,,,
6057,,Cattaneo,,45.490097,12.251361,,,,,,
6058,,Cattaneo,,45.490200,12.251501,,,,,,
6059,,San Marco,,45.488022,12.253847,,,,,,
6060,,San Marco,,45.488087,12.254071,,,,,,
6061,,Sansovino,,45.485096,12.256966,,,,,,
6062,,Sansovino,,45.485188,12.257202,,,,,,
6063,,Molmenti,,45.482880,12.259509,,,,,,
6064,,Molmenti,,45.482960,12.259663,,,,,,
6065,,Boerio,,45.481281,12.261312,,,,,,
6066,,Boerio,,45.481369,12.261634,,,,,,
6067,,Forte Marghera,,45.478317,12.265455,,,,,,
6068,,Forte Marghera,,45.478428,12.265573,,,,,,
6069,,Marghera,,45.465748,12.214721,,,,,,
6071,,S.Giuliano,,45.473492,12.268394,,,,,,
6072,,S.Giuliano,,45.473759,12.269106,,,,,,
6073,,Stazione FS,,45.481922,12.234917,,,,,,
6074,,Stazione FS,,45.481861,12.235136,,,,,,
6075,,Emmer,,45.465141,12.220619,,,,,,
6076,,Emmer,,45.465164,12.220466,,,,,,
6080,,MESTRE CENTRO A4,,45.493237,12.245511,,,,,,
6081,,MESTRE CENTRO A2,,45.492588,12.245432,,,,,,
6084,,CORSIA C,,45.437992,12.319110,,,,,,
6501,,CA.RI.VE.,,45.477131,12.255259,,,,,,
8001,,Parcheggio Mogliano,,45.553440,12.246783,,,,,,
8002,,Fermata Di Servizio,,45.554585,12.247976,,,,,,
8003,,Fermata Di Servizio,,45.554398,12.247957,,,,,,
8005,,Parcheggio Fosso',,45.399250,12.050110,,,,,,
8007,,Parcheggio Bojon,,45.337421,12.084216,,,,,,
8009,,Deposito Dolo,,45.426048,12.081361,,,,,,
8010,,Deposito - Pertini,,45.486813,12.273690,,,,,,
8011,,Deposito Actv - Lido,,45.417236,12.377856,,,,,,
8012,,Deposito B.S. Giovanni,,45.207466,12.277295,,,,,,
8014,,Parcheggio Caltana,,45.477219,12.029517,,,,,,
8017,,Parcheggio Mirano,,45.494419,12.093053,,,,,,
8018,,Parcheggio Noale,,45.552876,12.068156,,,,,,
8019,,Parcheggio Scorze',,45.573212,12.103961,,,,,,
8023,,Deposito della Fisica,,45.446297,12.207698,,,,,,
8024,,Parcheggio VEMPA,,45.482456,12.237760,,,,,,
8026,,Distributore,,45.234753,12.161599,,,,,,
8029,,Deposito via della Fisica,,45.445709,12.207814,,,,,,
8030,,Deposito,,45.505295,12.294770,,,,,,
8034,,Preganziol Parcheggio,,45.601982,12.230536,,,,,,
8035,,Cavarzere Deposito,,45.148663,12.083944,,,,,,
8039,,Tronchino,,45.505825,12.293306,,,,,,
8040,,Deposito Lido,,45.416958,12.378319,,,,,,
8041,,Deposito Lido,,45.416862,12.378528,,,,,,
8042,,Deposito SITA,,45.416779,11.889693,,,,,,
8044,,Ve.Park,,45.438206,12.318789,,,,,,
9026,,Maerne incr.Frassinelli,,45.518566,12.152397,,,,,,
9040,,SME 5 - Sola discesa,,45.417366,12.368533,,,,,,
10142,,MESTRE CENTRO B2,,45.493076,12.245869,,,,,,
10167,,Finanza,,45.491863,12.245983,,,,,,
10177,,Appia,,45.479885,12.270829,,,,,,
10501,,CORSIA A8,,45.438164,12.318434,,,,,,
10511,,CORSIA A6,,45.438263,12.318851,,,,,,
10612,,MESTRE FS C1,,45.482079,12.234669,,,,,,
11177,,Appia,,45.479942,12.270513,,,,,,
12506,,Vivaldi,,45.490963,12.112412,,,,,,
12507,,Vivaldi,,45.491085,12.112538,,,,,,
18029,,Deposito via della Fisica,,45.446026,12.207792,,,,,,
2584,,Bar Boato,,45.521271,12.107141,,,,,,
2585,,Bar Boato,,45.521572,12.107121,,,,,,
2586,,Chiesa Salzano,,45.521309,12.103244,,,,,,
2587,,Chiesa Salzano,,45.521538,12.103206,,,,,,
2588,,Salzano Municipio,,45.521206,12.099051,,,,,,
2589,,Salzano Municipio,,45.521511,12.099097,,,,,,
2590,,Incr. via Malpaga,,45.457150,12.173627,,,,,,
2591,,Oriago - Capolinea,,45.453960,12.177473,,,,,,
2592,,Oriago Ferrovia,,45.454948,12.173531,,,,,,
2593,,Civico 5 (v.Cavin),,45.499985,12.056067,,,,,,
2594,,Incr. via Marche,,45.456615,12.170840,,,,,,
2595,,Chiesa Scaltenigo,,45.470909,12.080267,,,,,,
2596,,Civico 121,,45.483440,12.050300,,,,,,
2597,,Civico 36,,45.483250,12.050006,,,,,,
2598,,Campocroce Cimitero,,45.486969,12.051699,,,,,,
2599,,Campocroce Cimitero,,45.487022,12.051435,,,,,,
2600,,Depuratore,,45.522751,12.093121,,,,,,
2601,,Depuratore,,45.522438,12.092846,,,,,,
2602,,"Rist."" Belfiore""",,45.525448,12.086735,,,,,,
1179,,Camping Rialto,,45.484489,12.282277,,,,,,
1180,,Civico 73 (v.Bagaron),,45.485611,12.287866,,,,,,
1181,,Campalto Chiesa,,45.486565,12.293071,,,,,,
1182,,Incr. via Casilina,,45.488728,12.300962,,,,,,
1183,,Centro Don Vecchi,,45.490425,12.303865,,,,,,
1184,,Centro Ippico,,45.494301,12.311440,,,,,,
1185,,Civico 200,,45.496796,12.315647,,,,,,
1186,,Incr. via Piovega,,45.499008,12.319427,,,,,,
